full_name,name,parent-location,GEOID,eviction-rate,poverty-rate,rent-burden,pct-renter-occupied,Program1Slope,Program2Slope,Program3Slope,5YearTrend,5YearTrendNum
Morgan County-Tennessee,Morgan County,Tennessee,47129,2.02,17.46,28.7,19.06,0.25,0.286,0.211,up,1
Overton County-Tennessee,Overton County,Tennessee,47133,0.27,14.91,24.9,22.32,0.25,0.267,0.211,down,-1
Polk County-Tennessee,Polk County,Tennessee,47139,2.27,13.43,28.8,21.88,0.25,0.286,0.211,up,1
Putnam County-Tennessee,Putnam County,Tennessee,47141,1.79,18.05,33.9,37.71,0.25,0.286,0.211,up,1
Rhea County-Tennessee,Rhea County,Tennessee,47143,2.23,19.19,32.9,31.73,0.25,0.286,0.211,up,1
Scott County-Tennessee,Scott County,Tennessee,47151,0.73,21.99,34.3,27.02,0.33,0.286,0.211,up,1
Sequatchie County-Tennessee,Sequatchie County,Tennessee,47153,2.32,12.69,29.3,25.91,0.25,0.286,0.211,up,1
Shelby County-Tennessee,Shelby County,Tennessee,47157,4.54,16.67,33.7,42.68,0.25,0.286,0.222,down,-1
Sullivan County-Tennessee,Sullivan County,Tennessee,47163,2.71,13.16,28.7,26.44,0.25,0.286,0.211,down,-1
Sumner County-Tennessee,Sumner County,Tennessee,47165,2.25,7.13,28.4,27.89,0.25,0.286,0.211,up,1
Unicoi County-Tennessee,Unicoi County,Tennessee,47171,1.83,18.13,35.6,25.67,0.25,0.286,0.211,down,-1
Union County-Tennessee,Union County,Tennessee,47173,2.64,17.91,28.3,21.67,0.25,0.286,0.211,down,-1
Weakley County-Tennessee,Weakley County,Tennessee,47183,0.98,11.91,30.2,32.22,0.25,0.286,0.211,down,-1
White County-Tennessee,White County,Tennessee,47185,3.94,15.53,35.7,21.28,0.25,0.286,0.211,up,1
Williamson County-Tennessee,Williamson County,Tennessee,47187,1.38,4.16,28,18.97,0.25,0.286,0.211,down,-1
Wilson County-Tennessee,Wilson County,Tennessee,47189,1.4,7.79,31.2,22.2,0.25,0.286,0.211,down,-1
Andrews County-Texas,Andrews County,Texas,48003,1.52,9.25,23.4,25.31,0.25,0.267,0.211,down,-1
Aransas County-Texas,Aransas County,Texas,48007,0.81,14.18,32.9,27.29,0.25,0.286,0.211,down,-1
Atascosa County-Texas,Atascosa County,Texas,48013,0.29,13.41,24.4,25.74,0.25,0.267,0.211,down,-1
Austin County-Texas,Austin County,Texas,48015,0.53,8.42,26.8,26.11,0.25,0.286,0.211,down,-1
Bell County-Texas,Bell County,Texas,48027,5.54,12.05,28.5,44.82,0.25,0.286,0.222,up,1
Bexar County-Texas,Bexar County,Texas,48029,3.97,13.8,29.5,41.53,0.25,0.286,0.222,up,1
Blanco County-Texas,Blanco County,Texas,48031,0.1,5.29,26.1,24.64,0.25,0.286,0.211,down,-1
Bosque County-Texas,Bosque County,Texas,48035,0.87,10.63,25.9,22.59,0.25,0.286,0.211,up,1
Brazoria County-Texas,Brazoria County,Texas,48039,0.72,8.27,26.2,28.23,0.25,0.286,0.211,down,-1
Brazos County-Texas,Brazos County,Texas,48041,0.52,14.23,38.5,55.21,0.25,0.286,0.222,down,-1
Brown County-Texas,Brown County,Texas,48049,1.87,13.84,30.2,29.3,0.25,0.286,0.211,down,-1
Calhoun County-Texas,Calhoun County,Texas,48057,0.04,14.44,28.1,29.16,0.25,0.286,0.211,down,-1
Cameron County-Texas,Cameron County,Texas,48061,0.78,29.56,32.1,33.21,0.33,0.286,0.211,up,1
Cass County-Texas,Cass County,Texas,48067,0.42,13.65,28.4,23.19,0.25,0.286,0.211,down,-1
Clay County-Texas,Clay County,Texas,48077,0.12,9.94,23.5,16.52,0.25,0.267,0.211,down,-1
Collin County-Texas,Collin County,Texas,48085,1.77,5.68,26.5,33.52,0.25,0.286,0.211,down,-1
Comanche County-Texas,Comanche County,Texas,48093,1.27,15.99,28.2,23.74,0.25,0.286,0.211,up,1
Cooke County-Texas,Cooke County,Texas,48097,0.19,11.19,28.3,30.46,0.25,0.286,0.211,up,1
Coryell County-Texas,Coryell County,Texas,48099,2.62,10.71,27.5,42.81,0.25,0.286,0.222,up,1
Crane County-Texas,Crane County,Texas,48103,0.27,13.74,23.4,24.45,0.25,0.267,0.211,down,-1
Dallas County-Texas,Dallas County,Texas,48113,1.52,15.92,29.3,48.77,0.25,0.286,0.222,down,-1
Denton County-Texas,Denton County,Texas,48121,2.41,5.84,28.2,35.61,0.25,0.286,0.211,down,-1
DeWitt County-Texas,DeWitt County,Texas,48123,0.19,12.79,27.2,23.86,0.25,0.286,0.211,down,-1
Duval County-Texas,Duval County,Texas,48131,0.19,20.63,23.7,30.05,0.33,0.267,0.211,down,-1
Ector County-Texas,Ector County,Texas,48135,2.63,11,24.8,33.69,0.25,0.267,0.211,up,1
Ellis County-Texas,Ellis County,Texas,48139,1.92,9.36,30.3,28.04,0.25,0.286,0.211,up,1
El Paso County-Texas,El Paso County,Texas,48141,0.29,19.59,29.8,38.51,0.25,0.286,0.211,down,-1
Erath County-Texas,Erath County,Texas,48143,0.65,13.93,33.7,40.17,0.25,0.286,0.222,down,-1
Falls County-Texas,Falls County,Texas,48145,0.49,16.15,24.5,26.73,0.25,0.267,0.211,down,-1
Fisher County-Texas,Fisher County,Texas,48151,0.43,13.4,21.9,29.03,0.25,0.267,0.211,up,1
Fort Bend County-Texas,Fort Bend County,Texas,48157,3.14,6.53,26.4,21.3,0.25,0.286,0.211,down,-1
Freestone County-Texas,Freestone County,Texas,48161,0.27,11.96,22.6,24.32,0.25,0.267,0.211,down,-1
Galveston County-Texas,Galveston County,Texas,48167,3.56,10.41,30.2,33.09,0.25,0.286,0.211,down,-1
Gillespie County-Texas,Gillespie County,Texas,48171,1.1,7.86,31.2,23.47,0.25,0.286,0.211,up,1
Grayson County-Texas,Grayson County,Texas,48181,2.74,12.32,27.7,33.09,0.25,0.286,0.211,up,1
Gregg County-Texas,Gregg County,Texas,48183,2.51,14.92,29.9,39.57,0.25,0.286,0.211,down,-1
Grimes County-Texas,Grimes County,Texas,48185,0.04,13.28,29.1,22.42,0.25,0.286,0.211,up,1
Guadalupe County-Texas,Guadalupe County,Texas,48187,1.42,7.6,24.8,23.21,0.25,0.267,0.211,down,-1
Hale County-Texas,Hale County,Texas,48189,0.94,17.39,24.9,38.99,0.25,0.267,0.211,up,1
Hamilton County-Texas,Hamilton County,Texas,48193,1.31,12.12,30.7,27.29,0.25,0.286,0.211,up,1
Hardin County-Texas,Hardin County,Texas,48199,3.55,9.74,25.5,20.41,0.25,0.286,0.211,up,1
Harris County-Texas,Harris County,Texas,48201,2.46,14.91,29.7,45.07,0.25,0.286,0.222,down,-1
Harrison County-Texas,Harrison County,Texas,48203,1.06,12.98,24.6,25.66,0.25,0.267,0.211,up,1
Haskell County-Texas,Haskell County,Texas,48207,0.68,16.12,29.1,23.37,0.25,0.286,0.211,up,1
Hays County-Texas,Hays County,Texas,48209,2.01,9.55,37.6,36.14,0.25,0.286,0.211,up,1
Henderson County-Texas,Henderson County,Texas,48213,0.58,13.67,30.4,25.7,0.25,0.286,0.211,down,-1
Hidalgo County-Texas,Hidalgo County,Texas,48215,1.25,29.93,32.4,31.9,0.33,0.286,0.211,up,1
Hill County-Texas,Hill County,Texas,48217,0.71,15.8,29.5,27.78,0.25,0.286,0.211,down,-1
Hood County-Texas,Hood County,Texas,48221,0.02,7.89,31.6,23.23,0.25,0.286,0.211,down,-1
Houston County-Texas,Houston County,Texas,48225,2.55,18.29,37.4,31.27,0.25,0.286,0.211,up,1
Howard County-Texas,Howard County,Texas,48227,1.34,12.95,25.1,32.73,0.25,0.286,0.211,up,1
Hunt County-Texas,Hunt County,Texas,48231,0.97,14.64,33,30.19,0.25,0.286,0.211,up,1
Irion County-Texas,Irion County,Texas,48235,0.62,10.22,19,22.95,0.25,0.267,0.211,up,1
Jasper County-Texas,Jasper County,Texas,48241,0.72,11.4,32.1,23.32,0.25,0.286,0.211,down,-1
Jim Wells County-Texas,Jim Wells County,Texas,48249,2.01,18.02,28.8,31.68,0.25,0.286,0.211,up,1
Johnson County-Texas,Johnson County,Texas,48251,0.99,9.33,26.9,26.45,0.25,0.286,0.211,down,-1
Jones County-Texas,Jones County,Texas,48253,1.35,17.19,22.3,23.85,0.25,0.267,0.211,down,-1
Kaufman County-Texas,Kaufman County,Texas,48257,1.85,10.72,30.5,22.6,0.25,0.286,0.211,up,1
Kendall County-Texas,Kendall County,Texas,48259,0.73,4.29,30,27.43,0.25,0.286,0.211,down,-1
Kerr County-Texas,Kerr County,Texas,48265,1.28,12.69,28.1,30.35,0.25,0.286,0.211,up,1
Lamar County-Texas,Lamar County,Texas,48277,3.77,15.1,29.5,34.72,0.25,0.286,0.211,down,-1
Leon County-Texas,Leon County,Texas,48289,0.41,10.11,23.4,17.91,0.25,0.267,0.211,down,-1
Limestone County-Texas,Limestone County,Texas,48293,0.12,15.76,31.5,25.54,0.25,0.286,0.211,down,-1
Llano County-Texas,Llano County,Texas,48299,0.98,10.62,30.9,21.98,0.25,0.286,0.211,down,-1
Lubbock County-Texas,Lubbock County,Texas,48303,0.28,12.52,32.2,43.12,0.25,0.286,0.222,down,-1
McCulloch County-Texas,McCulloch County,Texas,48307,0.7,12.42,29.6,21.53,0.25,0.286,0.211,up,1
McLennan County-Texas,McLennan County,Texas,48309,2.44,14.7,32,41.4,0.25,0.286,0.222,up,1
Madison County-Texas,Madison County,Texas,48313,2.13,17.26,26.6,33.03,0.25,0.286,0.211,up,1
Marion County-Texas,Marion County,Texas,48315,0.47,13.62,32.3,24.13,0.25,0.286,0.211,down,-1
Martin County-Texas,Martin County,Texas,48317,2.1,10.59,22.6,24.48,0.25,0.267,0.211,up,1
Mason County-Texas,Mason County,Texas,48319,0.48,9.49,33.3,21.35,0.25,0.286,0.211,up,1
Midland County-Texas,Midland County,Texas,48329,2.35,6.52,27.4,32.95,0.25,0.286,0.211,up,1
Milam County-Texas,Milam County,Texas,48331,0.31,14.84,29.3,34.19,0.25,0.286,0.211,down,-1
Mills County-Texas,Mills County,Texas,48333,0.21,11.09,24.3,18.45,0.25,0.267,0.211,down,-1
Mitchell County-Texas,Mitchell County,Texas,48335,0.35,5.1,19.6,29.75,0.25,0.267,0.211,up,1
Montgomery County-Texas,Montgomery County,Texas,48339,2.59,9.41,27.8,28.19,0.25,0.286,0.211,down,-1
Morris County-Texas,Morris County,Texas,48343,1.68,13.77,26.8,27.88,0.25,0.286,0.211,up,1
Nacogdoches County-Texas,Nacogdoches County,Texas,48347,1.58,18.5,30.7,44.28,0.25,0.286,0.222,up,1
Newton County-Texas,Newton County,Texas,48351,1.19,7.34,23.6,23.44,0.25,0.267,0.211,up,1
Nolan County-Texas,Nolan County,Texas,48353,0.49,15,25.3,32.72,0.25,0.286,0.211,down,-1
Nueces County-Texas,Nueces County,Texas,48355,3.95,13.78,29.5,42.73,0.25,0.286,0.222,down,-1
Orange County-Texas,Orange County,Texas,48361,3.52,12.15,27.7,23.54,0.25,0.286,0.211,down,-1
Panola County-Texas,Panola County,Texas,48365,1.63,11.38,24.1,22.43,0.25,0.267,0.211,down,-1
Parker County-Texas,Parker County,Texas,48367,1.03,6.77,28.4,22.25,0.25,0.286,0.211,up,1
Polk County-Texas,Polk County,Texas,48373,2.26,12.91,28.6,21.29,0.25,0.286,0.211,up,1
Rains County-Texas,Rains County,Texas,48379,2.72,7.32,28.3,19.04,0.25,0.286,0.211,up,1
Red River County-Texas,Red River County,Texas,48387,2.24,14.37,29.9,28.14,0.25,0.286,0.211,up,1
Robertson County-Texas,Robertson County,Texas,48395,0.1,14.21,33.5,28.85,0.25,0.286,0.211,down,-1
Rockwall County-Texas,Rockwall County,Texas,48397,0.63,5.25,28,19.62,0.25,0.286,0.211,down,-1
Rusk County-Texas,Rusk County,Texas,48401,1.37,13.94,26.5,25.25,0.25,0.286,0.211,up,1
Sabine County-Texas,Sabine County,Texas,48403,1.08,21.82,37.4,10.7,0.33,0.286,0.211,up,1
San Jacinto County-Texas,San Jacinto County,Texas,48407,0.73,14.31,31.2,15.58,0.25,0.286,0.211,down,-1
Shackelford County-Texas,Shackelford County,Texas,48417,0.84,14.97,28.8,23.02,0.25,0.286,0.211,up,1
Shelby County-Texas,Shelby County,Texas,48419,0.28,16.8,31.8,27.56,0.25,0.286,0.211,down,-1
Smith County-Texas,Smith County,Texas,48423,1.4,12.11,30.6,34.48,0.25,0.286,0.211,down,-1
Stephens County-Texas,Stephens County,Texas,48429,0.98,16.14,26.3,23.27,0.25,0.286,0.211,down,-1
Tarrant County-Texas,Tarrant County,Texas,48439,3.9,11.56,29.4,39.07,0.25,0.286,0.211,down,-1
Taylor County-Texas,Taylor County,Texas,48441,3.33,12.15,29.6,39.97,0.25,0.286,0.211,down,-1
Terry County-Texas,Terry County,Texas,48445,0.07,12.35,31.1,27.93,0.25,0.286,0.211,up,1
Titus County-Texas,Titus County,Texas,48449,1.1,18.03,25.8,32.24,0.25,0.286,0.211,down,-1
Travis County-Texas,Travis County,Texas,48453,1.07,11.25,30.1,48.29,0.25,0.286,0.222,down,-1
Trinity County-Texas,Trinity County,Texas,48455,0.8,13.25,29.1,19.14,0.25,0.286,0.211,up,1
Tyler County-Texas,Tyler County,Texas,48457,0.37,13.3,26.9,15.62,0.25,0.286,0.211,up,1
Upshur County-Texas,Upshur County,Texas,48459,0.05,9.46,26.4,21.15,0.25,0.286,0.211,up,1
Van Zandt County-Texas,Van Zandt County,Texas,48467,1.53,12.37,30.5,22.03,0.25,0.286,0.211,up,1
Victoria County-Texas,Victoria County,Texas,48469,1.55,12.42,29.4,34.16,0.25,0.286,0.211,down,-1
Walker County-Texas,Walker County,Texas,48471,2.15,16.36,37.4,44.7,0.25,0.286,0.222,up,1
Waller County-Texas,Waller County,Texas,48473,1.03,12.1,34.1,31.05,0.25,0.286,0.211,down,-1
Ward County-Texas,Ward County,Texas,48475,0.87,12.27,19.8,27.12,0.25,0.267,0.211,down,-1
Washington County-Texas,Washington County,Texas,48477,1.51,9.97,27.5,26.2,0.25,0.286,0.211,up,1
Wharton County-Texas,Wharton County,Texas,48481,0.3,14.42,25.3,32.3,0.25,0.286,0.211,down,-1
Williamson County-Texas,Williamson County,Texas,48491,0.78,5.35,27.9,31.52,0.25,0.286,0.211,down,-1
Wilson County-Texas,Wilson County,Texas,48493,0.32,7.97,23.9,16.45,0.25,0.267,0.211,down,-1
Winkler County-Texas,Winkler County,Texas,48495,0.17,10.89,13.9,20.7,0.25,0.267,0.211,up,1
Wood County-Texas,Wood County,Texas,48499,0.33,9.85,31.7,20.01,0.25,0.286,0.211,down,-1
Yoakum County-Texas,Yoakum County,Texas,48501,0.14,10.04,19.1,27.28,0.25,0.267,0.211,up,1
Beaver County-Utah,Beaver County,Utah,49001,0.34,11.02,25.6,24.94,0.25,0.286,0.211,up,1
Box Elder County-Utah,Box Elder County,Utah,49003,0.85,8.3,24.6,22.53,0.25,0.267,0.211,up,1
Cache County-Utah,Cache County,Utah,49005,0.31,10.76,29,34.74,0.25,0.286,0.211,up,1
Carbon County-Utah,Carbon County,Utah,49007,1.31,11.93,25.1,28.88,0.25,0.286,0.211,up,1
Davis County-Utah,Davis County,Utah,49011,1.16,6.21,28.3,22.7,0.25,0.286,0.211,up,1
Duchesne County-Utah,Duchesne County,Utah,49013,0.36,7.91,25.6,24.46,0.25,0.286,0.211,up,1
Emery County-Utah,Emery County,Utah,49015,0.26,7.05,26.7,17.45,0.25,0.286,0.211,up,1
Grand County-Utah,Grand County,Utah,49019,0.4,15.1,35,31.83,0.25,0.286,0.211,up,1
Iron County-Utah,Iron County,Utah,49021,0.25,16.38,29.8,36.42,0.25,0.286,0.211,up,1
Juab County-Utah,Juab County,Utah,49023,0.7,10.98,26.1,17.84,0.25,0.286,0.211,up,1
Millard County-Utah,Millard County,Utah,49027,0.19,9.25,24.7,21.71,0.25,0.267,0.211,up,1
Salt Lake County-Utah,Salt Lake County,Utah,49035,1.41,9.17,29.4,33.76,0.25,0.286,0.211,down,-1
Sanpete County-Utah,Sanpete County,Utah,49039,0.14,8.64,22.9,25.93,0.25,0.267,0.211,down,-1
Sevier County-Utah,Sevier County,Utah,49041,0.06,10.66,25.2,22.81,0.25,0.286,0.211,no change,0
Summit County-Utah,Summit County,Utah,49043,0.44,6.57,25.3,25.41,0.25,0.286,0.211,down,-1
Tooele County-Utah,Tooele County,Utah,49045,1.06,5.97,26.1,22.99,0.25,0.286,0.211,up,1
Uintah County-Utah,Uintah County,Utah,49047,0.38,6.11,22.2,23.82,0.25,0.267,0.211,down,-1
Utah County-Utah,Utah County,Utah,49049,0.37,10.06,30.1,33.07,0.25,0.286,0.211,down,-1
Wasatch County-Utah,Wasatch County,Utah,49051,0.61,8.17,29.4,27,0.25,0.286,0.211,up,1
Washington County-Utah,Washington County,Utah,49053,0.36,10.29,30.5,31.22,0.25,0.286,0.211,down,-1
Weber County-Utah,Weber County,Utah,49057,0.78,9.43,28.5,28.78,0.25,0.286,0.211,down,-1
Accomack County-Virginia,Accomack County,Virginia,51001,2.26,12.25,27.3,28.95,0.25,0.286,0.211,down,-1
Albemarle County-Virginia,Albemarle County,Virginia,51003,2.2,6.85,29.3,34.93,0.25,0.286,0.211,down,-1
Amelia County-Virginia,Amelia County,Virginia,51007,2.39,9.66,46.5,18.71,0.25,0.4,0.211,down,-1
Amherst County-Virginia,Amherst County,Virginia,51009,3.69,8,25.8,23.74,0.25,0.286,0.211,down,-1
Appomattox County-Virginia,Appomattox County,Virginia,51011,3.26,14.44,34.2,19.17,0.25,0.286,0.211,up,1
Arlington County-Virginia,Arlington County,Virginia,51013,0.86,6.12,26.5,55.61,0.25,0.286,0.222,up,1
Augusta County-Virginia,Augusta County,Virginia,51015,2.25,7.23,28.6,20.64,0.25,0.286,0.211,down,-1
Bedford County-Virginia,Bedford County,Virginia,51019,3.16,6.32,29,18.77,0.25,0.286,0.211,down,-1
Botetourt County-Virginia,Botetourt County,Virginia,51023,2.82,5.56,26.6,12.38,0.25,0.286,0.211,down,-1
Brunswick County-Virginia,Brunswick County,Virginia,51025,2.39,16.39,34.9,26.99,0.25,0.286,0.211,up,1
Buchanan County-Virginia,Buchanan County,Virginia,51027,0.73,22.8,36.7,21.11,0.33,0.286,0.211,down,-1
Campbell County-Virginia,Campbell County,Virginia,51031,4.59,10.45,28.7,23.95,0.25,0.286,0.211,up,1
Caroline County-Virginia,Caroline County,Virginia,51033,4.9,9.95,29.1,19.28,0.25,0.286,0.211,up,1
Carroll County-Virginia,Carroll County,Virginia,51035,1.4,13.5,30.7,20.98,0.25,0.286,0.211,down,-1
Charles City County-Virginia,Charles City County,Virginia,51036,2.67,10.2,28.9,18.7,0.25,0.286,0.211,up,1
Charlotte County-Virginia,Charlotte County,Virginia,51037,3.29,13.34,30.6,30.53,0.25,0.286,0.211,up,1
Chesterfield County-Virginia,Chesterfield County,Virginia,51041,7.92,5,29.3,23.67,0.25,0.286,0.211,down,-1
Clarke County-Virginia,Clarke County,Virginia,51043,0.9,6.83,30.7,24.09,0.25,0.286,0.211,down,-1
Craig County-Virginia,Craig County,Virginia,51045,2.28,6.31,24.1,18.97,0.25,0.267,0.211,up,1
Culpeper County-Virginia,Culpeper County,Virginia,51047,2.41,6.48,31.9,27.2,0.25,0.286,0.211,down,-1
Cumberland County-Virginia,Cumberland County,Virginia,51049,1.04,15.08,29.6,27.89,0.25,0.286,0.211,down,-1
Dickenson County-Virginia,Dickenson County,Virginia,51051,0.65,17.23,36.9,22.56,0.25,0.286,0.211,down,-1
Dinwiddie County-Virginia,Dinwiddie County,Virginia,51053,6.77,11.61,27.9,23.36,0.25,0.286,0.211,up,1
Essex County-Virginia,Essex County,Virginia,51057,3.09,9.43,32.8,26.39,0.25,0.286,0.211,down,-1
Fairfax County-Virginia,Fairfax County,Virginia,51059,1.86,3.98,28,32.28,0.25,0.286,0.211,up,1
Fauquier County-Virginia,Fauquier County,Virginia,51061,1.56,3.86,27.2,20.86,0.25,0.286,0.211,down,-1
Floyd County-Virginia,Floyd County,Virginia,51063,0.9,6.78,18.6,22.31,0.25,0.267,0.211,up,1
Fluvanna County-Virginia,Fluvanna County,Virginia,51065,1.54,5.47,26.2,17.86,0.25,0.286,0.211,down,-1
Franklin County-Virginia,Franklin County,Virginia,51067,2.15,10.45,28.5,22.59,0.25,0.286,0.211,down,-1
Frederick County-Virginia,Frederick County,Virginia,51069,0.84,4.5,27.6,21.88,0.25,0.286,0.211,down,-1
Giles County-Virginia,Giles County,Virginia,51071,2.6,7.52,24.2,23.94,0.25,0.267,0.211,up,1
Gloucester County-Virginia,Gloucester County,Virginia,51073,3.44,4.84,27,20.99,0.25,0.286,0.211,down,-1
Goochland County-Virginia,Goochland County,Virginia,51075,1.61,4.02,24.6,13.01,0.25,0.267,0.211,down,-1
Grayson County-Virginia,Grayson County,Virginia,51077,0.44,18.12,28.9,25.55,0.25,0.286,0.211,down,-1
Greene County-Virginia,Greene County,Virginia,51079,2.7,5.72,26.9,22.49,0.25,0.286,0.211,down,-1
Greensville County-Virginia,Greensville County,Virginia,51081,4.95,16.83,32.2,28.43,0.25,0.286,0.211,down,-1
Halifax County-Virginia,Halifax County,Virginia,51083,2.89,14,31.7,27.66,0.25,0.286,0.211,up,1
Hanover County-Virginia,Hanover County,Virginia,51085,2.67,3.96,27.8,18.99,0.25,0.286,0.211,down,-1
Henrico County-Virginia,Henrico County,Virginia,51087,5.67,8.12,28.9,37.12,0.25,0.286,0.211,down,-1
Henry County-Virginia,Henry County,Virginia,51089,4.38,14.13,27.8,25.45,0.25,0.286,0.211,up,1
Isle of Wight County-Virginia,Isle of Wight County,Virginia,51093,5.48,8.97,29.8,21.93,0.25,0.286,0.211,up,1
King and Queen County-Virginia,King and Queen County,Virginia,51097,3.35,8.23,23.1,24.12,0.25,0.267,0.211,up,1
King George County-Virginia,King George County,Virginia,51099,4.07,4.01,25,26.96,0.25,0.286,0.211,down,-1
King William County-Virginia,King William County,Virginia,51101,3.11,7.78,35.2,18.31,0.25,0.286,0.211,up,1
Lancaster County-Virginia,Lancaster County,Virginia,51103,1.79,6.56,27.7,24.98,0.25,0.286,0.211,up,1
Lee County-Virginia,Lee County,Virginia,51105,0.67,19.76,32.7,26.88,0.25,0.286,0.211,down,-1
Loudoun County-Virginia,Loudoun County,Virginia,51107,1.6,2.58,27.7,22.9,0.25,0.286,0.211,down,-1
Louisa County-Virginia,Louisa County,Virginia,51109,3.36,5.74,28.3,20.46,0.25,0.286,0.211,up,1
Lunenburg County-Virginia,Lunenburg County,Virginia,51111,3.07,16.73,30.4,26.35,0.25,0.286,0.211,up,1
Madison County-Virginia,Madison County,Virginia,51113,0.9,9.98,30.6,27.34,0.25,0.286,0.211,down,-1
Mathews County-Virginia,Mathews County,Virginia,51115,2.92,5.66,24.2,17.18,0.25,0.267,0.211,down,-1
Mecklenburg County-Virginia,Mecklenburg County,Virginia,51117,2.17,14.34,29.1,25.96,0.25,0.286,0.211,down,-1
Middlesex County-Virginia,Middlesex County,Virginia,51119,2.16,6.15,27.3,16.79,0.25,0.286,0.211,up,1
Montgomery County-Virginia,Montgomery County,Virginia,51121,2.17,8.7,37.1,45.76,0.25,0.286,0.222,up,1
New Kent County-Virginia,New Kent County,Virginia,51127,2.73,5.09,24.1,14.51,0.25,0.267,0.211,down,-1
Northampton County-Virginia,Northampton County,Virginia,51131,1.84,16.01,31.4,31.14,0.25,0.286,0.211,up,1
Northumberland County-Virginia,Northumberland County,Virginia,51133,0.94,9.3,31.8,16.29,0.25,0.286,0.211,down,-1
Nottoway County-Virginia,Nottoway County,Virginia,51135,1.58,20.38,40.8,34.68,0.33,0.4,0.211,down,-1
Orange County-Virginia,Orange County,Virginia,51137,2.44,8.47,30.5,24.52,0.25,0.286,0.211,down,-1
Page County-Virginia,Page County,Virginia,51139,4.71,12.44,28.4,29.62,0.25,0.286,0.211,up,1
Patrick County-Virginia,Patrick County,Virginia,51141,1.57,17.01,31.8,23.31,0.25,0.286,0.211,up,1
Pittsylvania County-Virginia,Pittsylvania County,Virginia,51143,2.65,11.92,27.2,23.21,0.25,0.286,0.211,up,1
Powhatan County-Virginia,Powhatan County,Virginia,51145,4.32,3.41,23.8,12.65,0.25,0.267,0.211,down,-1
Prince Edward County-Virginia,Prince Edward County,Virginia,51147,3.39,15.2,26.4,35.2,0.25,0.286,0.211,up,1
Prince George County-Virginia,Prince George County,Virginia,51149,9.6,8.2,32.2,29.43,0.25,0.286,0.211,up,1
Prince William County-Virginia,Prince William County,Virginia,51153,4.04,4.94,30.9,28.55,0.25,0.286,0.211,down,-1
Pulaski County-Virginia,Pulaski County,Virginia,51155,3.32,9.88,26.2,28.75,0.25,0.286,0.211,up,1
Rappahannock County-Virginia,Rappahannock County,Virginia,51157,0.24,5.67,30.5,23.86,0.25,0.286,0.211,down,-1
Richmond County-Virginia,Richmond County,Virginia,51159,2.81,9.42,28.4,25.63,0.25,0.286,0.211,up,1
Roanoke County-Virginia,Roanoke County,Virginia,51161,3.34,6.02,25,25.33,0.25,0.286,0.211,down,-1
Rockbridge County-Virginia,Rockbridge County,Virginia,51163,2.2,8.14,29.6,25.67,0.25,0.286,0.211,down,-1
Rockingham County-Virginia,Rockingham County,Virginia,51165,2.2,8.31,27.2,24.22,0.25,0.286,0.211,down,-1
Russell County-Virginia,Russell County,Virginia,51167,0.39,16.8,35.4,22.01,0.25,0.286,0.211,down,-1
Scott County-Virginia,Scott County,Virginia,51169,0.04,16.38,32.4,22.28,0.25,0.286,0.211,down,-1
Shenandoah County-Virginia,Shenandoah County,Virginia,51171,3.75,7.6,31.4,27.37,0.25,0.286,0.211,down,-1
Smyth County-Virginia,Smyth County,Virginia,51173,3.99,14.41,28.1,30.11,0.25,0.286,0.211,up,1
Southampton County-Virginia,Southampton County,Virginia,51175,4.92,12.37,32.5,30.32,0.25,0.286,0.211,up,1
Spotsylvania County-Virginia,Spotsylvania County,Virginia,51177,5.6,5.99,31.3,23.9,0.25,0.286,0.211,up,1
Stafford County-Virginia,Stafford County,Virginia,51179,4.88,3.56,32,23.25,0.25,0.286,0.211,down,-1
Surry County-Virginia,Surry County,Virginia,51181,2.78,9.94,26.2,20.01,0.25,0.286,0.211,down,-1
Sussex County-Virginia,Sussex County,Virginia,51183,4.03,12.5,32.8,34.55,0.25,0.286,0.211,down,-1
Tazewell County-Virginia,Tazewell County,Virginia,51185,2.31,12.53,28.1,24.64,0.25,0.286,0.211,up,1
Warren County-Virginia,Warren County,Virginia,51187,4.73,7.39,29.5,23.28,0.25,0.286,0.211,down,-1
Washington County-Virginia,Washington County,Virginia,51191,1.8,8.51,28,23.82,0.25,0.286,0.211,down,-1
Westmoreland County-Virginia,Westmoreland County,Virginia,51193,4.84,10.21,29,25.42,0.25,0.286,0.211,up,1
Wise County-Virginia,Wise County,Virginia,51195,2.12,17.15,32.6,30.33,0.25,0.286,0.211,down,-1
Wythe County-Virginia,Wythe County,Virginia,51197,1.52,10.57,28,30.29,0.25,0.286,0.211,down,-1
York County-Virginia,York County,Virginia,51199,4.16,5.42,29.8,27.02,0.25,0.286,0.211,down,-1
Bristol city-Virginia,Bristol city,Virginia,51520,6.42,18.34,31.4,44.84,0.25,0.286,0.222,up,1
Buena Vista city-Virginia,Buena Vista city,Virginia,51530,4.56,27.22,40.3,41.36,0.33,0.4,0.222,up,1
Charlottesville city-Virginia,Charlottesville city,Virginia,51540,1.7,10.76,31.2,56.43,0.25,0.286,0.222,up,1
Chesapeake city-Virginia,Chesapeake city,Virginia,51550,7.9,8.13,31.7,29.62,0.25,0.286,0.211,up,1
Colonial Heights city-Virginia,Colonial Heights city,Virginia,51570,8.95,8.18,30.4,37.22,0.25,0.286,0.211,up,1
