,full_name,county,state,r2_adj,per_rmse,sig,r2_score,error_score,sig_score,overall_score,sampleSize,intercept,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x1_c,x2_c,x3_c,x4_c,x5_c,x6_c,x7_c,x8_c,x9_c,x10_c,x11_c,x12_c,x13_c,x14_c
Etowah County-Alabama,Etowah County-Alabama,Etowah County,Alabama,0.584602268,0.138488119,0.000339822,0,1,3,4,16,31.43954699,pct-white,,,,,,,,,,,,,,-0.355754952,,,,,,,,,,,,,
Hansford County-Texas,Hansford County-Texas,Hansford County,Texas,0.584336074,0.959813374,0.000213353,0,0,3,3,17,12.22897193,renter-occupied-households,,,,,,,,,,,,,,-0.024484058,,,,,,,,,,,,,
Woodford County-Kentucky,Woodford County-Kentucky,Woodford County,Kentucky,0.584204358,0.675166583,0.003734429,0,0,3,3,11,-2.969333333,pct-am-ind,,,,,,,,,,,,,,44.63333333,,,,,,,,,,,,,
Walker County-Alabama,Walker County-Alabama,Walker County,Alabama,0.583821891,0.097985426,0.000344485,0,1,3,4,16,2.672188046,poverty-rate,,,,,,,,,,,,,,-0.094857838,,,,,,,,,,,,,
Suffolk city-Virginia,Suffolk city-Virginia,Suffolk city,Virginia,0.58331727,0.095405784,0.000217448,0,1,3,4,17,11.55911084,pct-hispanic,,,,,,,,,,,,,,-1.110352497,,,,,,,,,,,,,
Franklin County-Georgia,Franklin County-Georgia,Franklin County,Georgia,0.58148155,0.285523122,0.003314375,0,1,3,4,14,-46.31780453,median-household-income,median-property-value,,,,,,,,,,,,,0.001319013,5.42E-05,,,,,,,,,,,,
Marshall County-Oklahoma,Marshall County-Oklahoma,Marshall County,Oklahoma,0.579956988,0.233282378,0.000231449,0,1,3,4,17,10.04445189,pct-white,,,,,,,,,,,,,,-0.118948153,,,,,,,,,,,,,
Attala County-Mississippi,Attala County-Mississippi,Attala County,Mississippi,0.579258228,0.141021432,0.028648741,0,1,3,4,7,-13.84272332,renter-occupied-households,,,,,,,,,,,,,,0.008774388,,,,,,,,,,,,,
Warren County-New York,Warren County-New York,Warren County,New York,0.579249636,0.89851313,0.001521724,0,0,3,3,13,-4.334339186,renter-occupied-households,,,,,,,,,,,,,,0.00052046,,,,,,,,,,,,,
Stafford County-Virginia,Stafford County-Virginia,Stafford County,Virginia,0.578053836,0.142420866,0.000935095,0,1,3,4,17,6.42137554,pct-af-am,pct-other,,,,,,,,,,,,,-0.137926869,14.51181608,,,,,,,,,,,,
Doña Ana County-New Mexico,Doña Ana County-New Mexico,Doña Ana County,New Mexico,0.577710802,0.057226908,0.010603927,0,1,3,4,9,1.179262295,pct-am-ind,,,,,,,,,,,,,,2.450819672,,,,,,,,,,,,,
Northampton County-Pennsylvania,Northampton County-Pennsylvania,Northampton County,Pennsylvania,0.577553486,0.196419711,0.000241943,0,1,3,4,17,11.88228398,renter-occupied-households,,,,,,,,,,,,,,-0.000307677,,,,,,,,,,,,,
Dakota County-Minnesota,Dakota County-Minnesota,Dakota County,Minnesota,0.575930568,0.293881261,0.000626836,0,1,3,4,15,-2.128,pct-am-ind,,,,,,,,,,,,,,14.8,,,,,,,,,,,,,
Buckingham County-Virginia,Buckingham County-Virginia,Buckingham County,Virginia,0.575169692,0.396460696,0.002573537,0,0,3,3,12,5.60458776,poverty-rate,,,,,,,,,,,,,,-0.245818988,,,,,,,,,,,,,
Luzerne County-Pennsylvania,Luzerne County-Pennsylvania,Luzerne County,Pennsylvania,0.574340861,0.107662854,0.000256621,0,1,3,4,17,2.09942474,pct-hispanic,,,,,,,,,,,,,,0.11441222,,,,,,,,,,,,,
Rogers County-Oklahoma,Rogers County-Oklahoma,Rogers County,Oklahoma,0.573935221,0.059298575,0.000408568,0,1,3,4,16,4.973328212,renter-occupied-households,,,,,,,,,,,,,,-0.000313724,,,,,,,,,,,,,
Decatur County-Indiana,Decatur County-Indiana,Decatur County,Indiana,0.573212468,0.248130187,0.000261959,0,1,3,4,17,9.006084821,renter-occupied-households,,,,,,,,,,,,,,-0.002537114,,,,,,,,,,,,,
Bibb County-Alabama,Bibb County-Alabama,Bibb County,Alabama,0.573134962,0.36355277,0.00026233,0,0,3,3,17,32.35828702,pct-white,,,,,,,,,,,,,,-0.42114337,,,,,,,,,,,,,
Pennington County-Minnesota,Pennington County-Minnesota,Pennington County,Minnesota,0.572194492,1.207738629,0.000266859,0,0,3,3,17,-2.643054567,renter-occupied-households,,,,,,,,,,,,,,0.001783277,,,,,,,,,,,,,
Prince William County-Virginia,Prince William County-Virginia,Prince William County,Virginia,0.571678455,0.166839843,0.000269373,0,1,3,4,17,14.48053304,poverty-rate,,,,,,,,,,,,,,-2.096970121,,,,,,,,,,,,,
Ontonagon County-Michigan,Ontonagon County-Michigan,Ontonagon County,Michigan,0.571463693,0.523206263,0.000270425,0,0,3,3,17,11.33099996,renter-occupied-households,,,,,,,,,,,,,,-0.022224569,,,,,,,,,,,,,
Duchesne County-Utah,Duchesne County-Utah,Duchesne County,Utah,0.570771263,0.742115563,0.000273843,0,0,3,3,17,-0.37457368,renter-occupied-households,,,,,,,,,,,,,,0.000376711,,,,,,,,,,,,,
Napa County-California,Napa County-California,Napa County,California,0.570475654,0.190984623,0.006991586,0,1,3,4,10,3.824408083,renter-occupied-households,,,,,,,,,,,,,,-0.000176199,,,,,,,,,,,,,
Phillips County-Kansas,Phillips County-Kansas,Phillips County,Kansas,0.570353513,0.593378356,0.000275923,0,0,3,3,17,2.380970979,pct-am-ind,,,,,,,,,,,,,,-8.859913209,,,,,,,,,,,,,
Loudoun County-Virginia,Loudoun County-Virginia,Loudoun County,Virginia,0.570113131,0.19898932,0.000687377,0,1,3,4,15,9.49756252,pct-renter-occupied,,,,,,,,,,,,,,-0.321238752,,,,,,,,,,,,,
Marion County-Texas,Marion County-Texas,Marion County,Texas,0.569324468,0.547839253,0.000281107,0,0,3,3,17,-2.261420671,median-gross-rent,,,,,,,,,,,,,,0.005761397,,,,,,,,,,,,,
Sierra County-New Mexico,Sierra County-New Mexico,Sierra County,New Mexico,0.568856337,0.225654961,0.001087453,0,1,3,4,17,-11.33236877,rent-burden,renter-occupied-households,,,,,,,,,,,,,0.152375498,0.005251321,,,,,,,,,,,,
Lincoln County-Maine,Lincoln County-Maine,Lincoln County,Maine,0.568323624,0.230318303,0.000286231,0,1,3,4,17,-2.354751679,renter-occupied-households,,,,,,,,,,,,,,0.001320359,,,,,,,,,,,,,
Clarke County-Mississippi,Clarke County-Mississippi,Clarke County,Mississippi,0.567783617,0.468021221,0.00028903,0,0,3,3,17,-5.343110597,median-household-income,,,,,,,,,,,,,,0.000214788,,,,,,,,,,,,,
Page County-Virginia,Page County-Virginia,Page County,Virginia,0.567782592,0.146361538,0.000289035,0,1,3,4,17,-10.54648161,renter-occupied-households,,,,,,,,,,,,,,0.005394118,,,,,,,,,,,,,
Boone County-Iowa,Boone County-Iowa,Boone County,Iowa,0.567495226,0.165472423,0.000455682,0,1,3,4,16,1.473873874,pct-other,,,,,,,,,,,,,,14.2454955,,,,,,,,,,,,,
Josephine County-Oregon,Josephine County-Oregon,Josephine County,Oregon,0.567439902,0.147599549,0.000716844,0,1,3,4,15,5.703777098,renter-occupied-households,,,,,,,,,,,,,,-0.000334884,,,,,,,,,,,,,
McCormick County-South Carolina,McCormick County-South Carolina,McCormick County,South Carolina,0.567406217,0.476146816,0.018816345,0,0,3,3,8,-29.18060491,renter-occupied-households,,,,,,,,,,,,,,0.036857098,,,,,,,,,,,,,
McDonald County-Missouri,McDonald County-Missouri,McDonald County,Missouri,0.566877442,0.342810975,0.00029378,0,1,3,4,17,-1.943882429,median-gross-rent,,,,,,,,,,,,,,0.006456555,,,,,,,,,,,,,
Erath County-Texas,Erath County-Texas,Erath County,Texas,0.565488382,0.418063189,0.000301195,0,0,3,3,17,-2.836323897,rent-burden,,,,,,,,,,,,,,0.110803533,,,,,,,,,,,,,
Wilcox County-Alabama,Wilcox County-Alabama,Wilcox County,Alabama,0.565486101,0.533274975,0.000301207,0,0,3,3,17,-42.97590515,pct-af-am,,,,,,,,,,,,,,0.602129957,,,,,,,,,,,,,
New York County-New York,New York County-New York,New York County,New York,0.564594159,0.308819984,0.031404488,0,1,3,4,7,6.264206897,pct-multiple,,,,,,,,,,,,,,-2.95862069,,,,,,,,,,,,,
Navarro County-Texas,Navarro County-Texas,Navarro County,Texas,0.563957428,0.111393158,0.004677444,0,1,3,4,11,3.709226006,pct-other,,,,,,,,,,,,,,-8.741486068,,,,,,,,,,,,,
Wayne County-West Virginia,Wayne County-West Virginia,Wayne County,West Virginia,0.563861706,0.244057044,0.000484297,0,1,3,4,16,-1.6977432,median-gross-rent,,,,,,,,,,,,,,0.007217048,,,,,,,,,,,,,
Alger County-Michigan,Alger County-Michigan,Alger County,Michigan,0.562288619,0.363562796,0.000318904,0,0,3,3,17,4.959520491,poverty-rate,,,,,,,,,,,,,,-0.440001622,,,,,,,,,,,,,
Winston County-Mississippi,Winston County-Mississippi,Winston County,Mississippi,0.561129821,0.511367338,0.000325539,0,0,3,3,17,7.313535843,median-household-income,,,,,,,,,,,,,,-0.000214081,,,,,,,,,,,,,
McClain County-Oklahoma,McClain County-Oklahoma,McClain County,Oklahoma,0.561027889,0.165583642,0.000326129,0,1,3,4,17,-0.256205058,pct-multiple,,,,,,,,,,,,,,0.495189967,,,,,,,,,,,,,
Chautauqua County-New York,Chautauqua County-New York,Chautauqua County,New York,0.560090527,1.291654454,0.000331594,0,0,3,3,17,-0.91795205,renter-occupied-households,,,,,,,,,,,,,,5.38E-05,,,,,,,,,,,,,
Otsego County-New York,Otsego County-New York,Otsego County,New York,0.559569168,0.807930998,0.000334668,0,0,3,3,17,-0.998900099,renter-occupied-households,,,,,,,,,,,,,,0.000155921,,,,,,,,,,,,,
Coos County-Oregon,Coos County-Oregon,Coos County,Oregon,0.559281632,0.121992103,0.000522588,0,1,3,4,16,5.730544195,median-household-income,,,,,,,,,,,,,,-0.000103394,,,,,,,,,,,,,
Mingo County-West Virginia,Mingo County-West Virginia,Mingo County,West Virginia,0.557625366,0.318707823,0.00053707,0,1,3,4,16,-0.780269449,median-gross-rent,,,,,,,,,,,,,,0.004111138,,,,,,,,,,,,,
Stanly County-North Carolina,Stanly County-North Carolina,Stanly County,North Carolina,0.557350968,0.447695111,0.000838083,0,0,3,3,15,21.09772088,median-household-income,,,,,,,,,,,,,,-0.000462639,,,,,,,,,,,,,
Hampshire County-Massachusetts,Hampshire County-Massachusetts,Hampshire County,Massachusetts,0.557272365,0.228090678,0.000540201,0,1,3,4,16,8.769915821,pct-renter-occupied,,,,,,,,,,,,,,-0.230910842,,,,,,,,,,,,,
Van Wert County-Ohio,Van Wert County-Ohio,Van Wert County,Ohio,0.556526474,0.198579552,0.00054687,0,1,3,4,16,-3.086011229,renter-occupied-households,,,,,,,,,,,,,,0.001903685,,,,,,,,,,,,,
Lake County-Illinois,Lake County-Illinois,Lake County,Illinois,0.556236661,0.105087425,0.000549481,0,1,3,4,16,0.236931891,median-property-value,,,,,,,,,,,,,,9.76E-06,,,,,,,,,,,,,
Broward County-Florida,Broward County-Florida,Broward County,Florida,0.555623744,0.0886418,0.000358756,0,1,3,4,17,11.02039693,population,,,,,,,,,,,,,,-4.25E-06,,,,,,,,,,,,,
Greenbrier County-West Virginia,Greenbrier County-West Virginia,Greenbrier County,West Virginia,0.555170811,0.173511079,0.000559175,0,1,3,4,16,-18.33924644,population,,,,,,,,,,,,,,0.000566904,,,,,,,,,,,,,
Cameron County-Texas,Cameron County-Texas,Cameron County,Texas,0.554701994,0.138488434,0.020646318,0,1,3,4,8,0.098507463,pct-am-ind,,,,,,,,,,,,,,7.246268657,,,,,,,,,,,,,
Cocke County-Tennessee,Cocke County-Tennessee,Cocke County,Tennessee,0.553825157,0.106374059,0.000370235,0,1,3,4,17,-0.523036829,renter-occupied-households,,,,,,,,,,,,,,0.00051029,,,,,,,,,,,,,
Watonwan County-Minnesota,Watonwan County-Minnesota,Watonwan County,Minnesota,0.553551177,0.733308362,0.000372011,0,0,3,3,17,-4.229711463,rent-burden,,,,,,,,,,,,,,0.220013959,,,,,,,,,,,,,
Crawford County-Kansas,Crawford County-Kansas,Crawford County,Kansas,0.55217928,0.556593307,0.002179336,0,0,3,3,13,2.277601183,poverty-rate,,,,,,,,,,,,,,-0.136409867,,,,,,,,,,,,,
San Augustine County-Texas,San Augustine County-Texas,San Augustine County,Texas,0.550960622,0.93978767,0.000389183,0,0,3,3,17,-3.934618052,poverty-rate,,,,,,,,,,,,,,0.211003779,,,,,,,,,,,,,
Taos County-New Mexico,Taos County-New Mexico,Taos County,New Mexico,0.550716674,0.596072325,0.000390835,0,0,3,3,17,14.62894157,pct-multiple,,,,,,,,,,,,,,-9.596951736,,,,,,,,,,,,,
Cumberland County-Kentucky,Cumberland County-Kentucky,Cumberland County,Kentucky,0.549212802,0.468126713,0.000401159,0,0,3,3,17,0.249518922,pct-asian,,,,,,,,,,,,,,2.562860808,,,,,,,,,,,,,
Kershaw County-South Carolina,Kershaw County-South Carolina,Kershaw County,South Carolina,0.548651068,0.429930855,0.021561389,0,0,3,3,8,-12.58308019,renter-occupied-households,,,,,,,,,,,,,,0.002535727,,,,,,,,,,,,,
Hidalgo County-Texas,Hidalgo County-Texas,Hidalgo County,Texas,0.54795606,0.182033503,0.005551,0,1,3,4,11,-0.841635627,renter-occupied-households,,,,,,,,,,,,,,2.31E-05,,,,,,,,,,,,,
Franklin County-Alabama,Franklin County-Alabama,Franklin County,Alabama,0.547852296,0.332169924,0.000410704,0,1,3,4,17,-3.230880354,renter-occupied-households,,,,,,,,,,,,,,0.001080689,,,,,,,,,,,,,
Summit County-Colorado,Summit County-Colorado,Summit County,Colorado,0.547036688,0.22942375,0.011484387,0,1,3,4,12,-5.245892989,poverty-rate,renter-occupied-households,,,,,,,,,,,,,-0.093556691,0.001883627,,,,,,,,,,,,
Harney County-Oregon,Harney County-Oregon,Harney County,Oregon,0.545141025,0.369811224,0.000430325,0,0,3,3,17,5.673962792,renter-occupied-households,,,,,,,,,,,,,,-0.004941561,,,,,,,,,,,,,
Queens County-New York,Queens County-New York,Queens County,New York,0.54499408,0.089402851,0.035355495,0,1,3,4,7,155.644013,renter-occupied-households,,,,,,,,,,,,,,-0.000343989,,,,,,,,,,,,,
Navajo County-Arizona,Navajo County-Arizona,Navajo County,Arizona,0.544183591,0.188128815,0.008993661,0,1,3,4,10,2.930493279,poverty-rate,,,,,,,,,,,,,,-0.070876665,,,,,,,,,,,,,
Marion County-Ohio,Marion County-Ohio,Marion County,Ohio,0.543809092,0.193793104,0.000672159,0,1,3,4,16,5.368624614,pct-am-ind,,,,,,,,,,,,,,-8.331734677,,,,,,,,,,,,,
DeKalb County-Missouri,DeKalb County-Missouri,DeKalb County,Missouri,0.543623989,0.721184224,0.000441659,0,0,3,3,17,0.066153846,pct-nh-pi,,,,,,,,,,,,,,23.48996656,,,,,,,,,,,,,
Somervell County-Texas,Somervell County-Texas,Somervell County,Texas,0.542846782,0.441945538,0.00163866,0,0,3,3,17,5.82513297,median-household-income,pct-other,,,,,,,,,,,,,-0.000105507,2.44066462,,,,,,,,,,,,
Ray County-Missouri,Ray County-Missouri,Ray County,Missouri,0.542387331,0.182601086,0.001050334,0,1,3,4,15,-43.88483306,population,,,,,,,,,,,,,,0.001970191,,,,,,,,,,,,,
Massac County-Illinois,Massac County-Illinois,Massac County,Illinois,0.542185627,0.288469029,0.005896537,0,1,3,4,11,0.065175258,pct-multiple,,,,,,,,,,,,,,0.824170444,,,,,,,,,,,,,
Utah County-Utah,Utah County-Utah,Utah County,Utah,0.541848041,0.638832769,0.00919117,0,0,3,3,10,-3.89407315,pct-asian,,,,,,,,,,,,,,2.899418121,,,,,,,,,,,,,
St. Charles County-Missouri,St. Charles County-Missouri,St. Charles County,Missouri,0.54137932,0.13183301,0.000458911,0,1,3,4,17,1.89426868,pct-other,,,,,,,,,,,,,,18.14864865,,,,,,,,,,,,,
Coryell County-Texas,Coryell County-Texas,Coryell County,Texas,0.541289513,0.168303145,0.000459614,0,1,3,4,17,-3.101234257,rent-burden,,,,,,,,,,,,,,0.191766092,,,,,,,,,,,,,
Fremont County-Wyoming,Fremont County-Wyoming,Fremont County,Wyoming,0.541207317,1.01200984,0.000460258,0,0,3,3,17,-1.627060927,renter-occupied-households,,,,,,,,,,,,,,0.000410299,,,,,,,,,,,,,
Union County-South Carolina,Union County-South Carolina,Union County,South Carolina,0.540516356,0.356452432,0.022837161,0,0,3,3,8,-106.6279193,renter-occupied-households,,,,,,,,,,,,,,0.032413287,,,,,,,,,,,,,
Ripley County-Indiana,Ripley County-Indiana,Ripley County,Indiana,0.538051711,0.433726802,0.000736659,0,0,3,3,16,-13.25825638,population,,,,,,,,,,,,,,0.00051077,,,,,,,,,,,,,
Marshall County-Alabama,Marshall County-Alabama,Marshall County,Alabama,0.538036818,0.213522743,0.000736833,0,1,3,4,16,-2.067409888,renter-occupied-households,,,,,,,,,,,,,,0.000315789,,,,,,,,,,,,,
Howard County-Iowa,Howard County-Iowa,Howard County,Iowa,0.537611543,0.365592033,0.000489207,0,0,3,3,17,-1.252071888,rent-burden,,,,,,,,,,,,,,0.084091411,,,,,,,,,,,,,
Washington County-Utah,Washington County-Utah,Washington County,Utah,0.535843974,0.171662705,0.000504017,0,1,3,4,17,1.33232069,renter-occupied-households,,,,,,,,,,,,,,-5.09E-05,,,,,,,,,,,,,
Bartholomew County-Indiana,Bartholomew County-Indiana,Bartholomew County,Indiana,0.535779017,0.227711013,0.000504569,0,1,3,4,17,13.84329566,poverty-rate,,,,,,,,,,,,,,-1.317748203,,,,,,,,,,,,,
Garrard County-Kentucky,Garrard County-Kentucky,Garrard County,Kentucky,0.53527895,0.790655103,0.000508833,0,0,3,3,17,2.4170932,pct-am-ind,,,,,,,,,,,,,,-14.23658484,,,,,,,,,,,,,
White County-Georgia,White County-Georgia,White County,Georgia,0.535181422,0.147271778,0.037452648,0,1,3,4,7,18.14217274,renter-occupied-households,,,,,,,,,,,,,,-0.004188232,,,,,,,,,,,,,
Jefferson County-Wisconsin,Jefferson County-Wisconsin,Jefferson County,Wisconsin,0.53503381,0.132613749,0.000772577,0,1,3,4,16,3.485536737,poverty-rate,,,,,,,,,,,,,,-0.349093331,,,,,,,,,,,,,
Madison County-Illinois,Madison County-Illinois,Madison County,Illinois,0.534682835,0.122859555,0.000513959,0,1,3,4,17,2.983148148,pct-nh-pi,,,,,,,,,,,,,,-21.68518519,,,,,,,,,,,,,
Cambria County-Pennsylvania,Cambria County-Pennsylvania,Cambria County,Pennsylvania,0.534568422,0.123960357,0.000514948,0,1,3,4,17,33.81857551,pct-white,,,,,,,,,,,,,,-0.336805677,,,,,,,,,,,,,
Southampton County-Virginia,Southampton County-Virginia,Southampton County,Virginia,0.53394889,0.187387442,0.000520332,0,1,3,4,17,0.584380814,median-property-value,,,,,,,,,,,,,,2.59E-05,,,,,,,,,,,,,
Lincoln County-Kansas,Lincoln County-Kansas,Lincoln County,Kansas,0.533303664,0.74774348,0.000525992,0,0,3,3,17,3.953705949,pct-renter-occupied,,,,,,,,,,,,,,-0.177151991,,,,,,,,,,,,,
Crane County-Texas,Crane County-Texas,Crane County,Texas,0.532649254,1.022601214,0.001912304,0,0,3,3,17,-4.176831669,pct-af-am,pct-hispanic,,,,,,,,,,,,,1.113462935,0.023366809,,,,,,,,,,,,
Los Alamos County-New Mexico,Los Alamos County-New Mexico,Los Alamos County,New Mexico,0.53263896,0.331517461,0.010003458,0,1,3,4,10,-10.19873047,renter-occupied-households,,,,,,,,,,,,,,0.006632149,,,,,,,,,,,,,
Montrose County-Colorado,Montrose County-Colorado,Montrose County,Colorado,0.532108989,0.193847068,0.006541527,0,1,3,4,11,7.145295409,poverty-rate,,,,,,,,,,,,,,-0.337573739,,,,,,,,,,,,,
Tippah County-Mississippi,Tippah County-Mississippi,Tippah County,Mississippi,0.532025725,0.827652719,0.000537363,0,0,3,3,17,4.074676493,renter-occupied-households,,,,,,,,,,,,,,-0.001772812,,,,,,,,,,,,,
Fredericksburg city-Virginia,Fredericksburg city-Virginia,Fredericksburg city,Virginia,0.531471359,0.164541068,0.000542363,0,1,3,4,17,36.55318335,pct-renter-occupied,,,,,,,,,,,,,,-0.484857076,,,,,,,,,,,,,
Jefferson County-Montana,Jefferson County-Montana,Jefferson County,Montana,0.531356049,0.611364255,0.000543408,0,0,3,3,17,-0.43425754,pct-multiple,,,,,,,,,,,,,,0.325431238,,,,,,,,,,,,,
Portsmouth city-Virginia,Portsmouth city-Virginia,Portsmouth city,Virginia,0.531151054,0.127211606,0.00054527,0,1,3,4,17,5.339352673,pct-hispanic,,,,,,,,,,,,,,1.9718893,,,,,,,,,,,,,
Clark County-Kansas,Clark County-Kansas,Clark County,Kansas,0.530570906,0.711242001,0.000550571,0,0,3,3,17,2.930757639,poverty-rate,,,,,,,,,,,,,,-0.228633302,,,,,,,,,,,,,
Delaware County-Pennsylvania,Delaware County-Pennsylvania,Delaware County,Pennsylvania,0.530437124,0.187502916,0.0005518,0,1,3,4,17,23.07429026,pct-renter-occupied,,,,,,,,,,,,,,-0.687942737,,,,,,,,,,,,,
Putnam County-Indiana,Putnam County-Indiana,Putnam County,Indiana,0.530225774,0.305097284,0.010225381,0,1,3,4,10,8.291131608,median-property-value,,,,,,,,,,,,,,-5.77E-05,,,,,,,,,,,,,
Barbour County-West Virginia,Barbour County-West Virginia,Barbour County,West Virginia,0.529967452,0.500317867,0.000556133,0,0,3,3,17,-2.177416805,median-household-income,,,,,,,,,,,,,,9.65E-05,,,,,,,,,,,,,
Routt County-Colorado,Routt County-Colorado,Routt County,Colorado,0.529356282,0.508886211,0.004412319,0,0,3,3,12,1.376580618,pct-am-ind,,,,,,,,,,,,,,-1.658484977,,,,,,,,,,,,,
Las Animas County-Colorado,Las Animas County-Colorado,Las Animas County,Colorado,0.529307154,0.28526872,0.006730656,0,1,3,4,11,-2.36096668,pct-am-ind,,,,,,,,,,,,,,3.93438914,,,,,,,,,,,,,
Breckinridge County-Kentucky,Breckinridge County-Kentucky,Breckinridge County,Kentucky,0.527920223,0.700934827,0.000575372,0,0,3,3,17,0.818709991,pct-am-ind,,,,,,,,,,,,,,-1.76912462,,,,,,,,,,,,,
Isabella County-Michigan,Isabella County-Michigan,Isabella County,Michigan,0.526430922,0.176196489,0.001326313,0,1,3,4,15,2.612873563,pct-nh-pi,,,,,,,,,,,,,,30.99137931,,,,,,,,,,,,,
Grenada County-Mississippi,Grenada County-Mississippi,Grenada County,Mississippi,0.525859075,0.141514422,0.002011073,0,1,3,4,14,3.431140487,pct-am-ind,,,,,,,,,,,,,,-6.889372732,,,,,,,,,,,,,
Strafford County-New Hampshire,Strafford County-New Hampshire,Strafford County,New Hampshire,0.524291119,0.152395547,0.025543343,0,1,3,4,8,14.27806373,median-gross-rent,,,,,,,,,,,,,,-0.012697642,,,,,,,,,,,,,
Walthall County-Mississippi,Walthall County-Mississippi,Walthall County,Mississippi,0.523786496,0.902753753,0.000616017,0,0,3,3,17,-17.98184283,pct-white,,,,,,,,,,,,,,0.34032968,,,,,,,,,,,,,
Gilmer County-West Virginia,Gilmer County-West Virginia,Gilmer County,West Virginia,0.523478576,0.835586007,0.000619143,0,0,3,3,17,3.197690947,poverty-rate,,,,,,,,,,,,,,-0.111797119,,,,,,,,,,,,,
Brown County-Ohio,Brown County-Ohio,Brown County,Ohio,0.523281834,0.379329548,0.025718996,0,0,3,3,8,37.70514016,population,,,,,,,,,,,,,,-0.000826538,,,,,,,,,,,,,
Pike County-Kentucky,Pike County-Kentucky,Pike County,Kentucky,0.522638723,0.137005979,0.004755804,0,1,3,4,12,6.051905135,population,,,,,,,,,,,,,,-7.65E-05,,,,,,,,,,,,,
Delaware County-Ohio,Delaware County-Ohio,Delaware County,Ohio,0.522517682,0.177872655,0.000938383,0,1,3,4,16,4.176193483,renter-occupied-households,,,,,,,,,,,,,,-0.000204536,,,,,,,,,,,,,
Benton County-Missouri,Benton County-Missouri,Benton County,Missouri,0.520618753,0.293147069,0.000648855,0,1,3,4,17,4.930048562,poverty-rate,,,,,,,,,,,,,,-0.28070963,,,,,,,,,,,,,
Adams County-Ohio,Adams County-Ohio,Adams County,Ohio,0.51992167,0.165848878,0.000656285,0,1,3,4,17,124.6982961,pct-white,,,,,,,,,,,,,,-1.266597703,,,,,,,,,,,,,
Brown County-Texas,Brown County-Texas,Brown County,Texas,0.519479206,0.171366633,0.00066104,0,1,3,4,17,-69.38604642,population,,,,,,,,,,,,,,0.001888682,,,,,,,,,,,,,
Polk County-Missouri,Polk County-Missouri,Polk County,Missouri,0.518825602,0.246610345,0.007477889,0,1,3,4,11,-1.612964876,median-property-value,,,,,,,,,,,,,,3.34E-05,,,,,,,,,,,,,
Crosby County-Texas,Crosby County-Texas,Crosby County,Texas,0.518600984,0.573100196,0.000670568,0,0,3,3,17,1.670807508,pct-nh-pi,,,,,,,,,,,,,,-4.303922437,,,,,,,,,,,,,
Metcalfe County-Kentucky,Metcalfe County-Kentucky,Metcalfe County,Kentucky,0.518482272,0.320612507,0.000671865,0,1,3,4,17,-0.367918685,pct-multiple,,,,,,,,,,,,,,1.387179662,,,,,,,,,,,,,
Braxton County-West Virginia,Braxton County-West Virginia,Braxton County,West Virginia,0.51834884,0.359839758,0.002220806,0,0,3,3,14,3.543592059,pct-af-am,,,,,,,,,,,,,,-3.455550275,,,,,,,,,,,,,
Richland County-South Carolina,Richland County-South Carolina,Richland County,South Carolina,0.51803586,0.234012455,0.041314867,0,1,3,4,7,-38.14428087,renter-occupied-households,,,,,,,,,,,,,,0.000740753,,,,,,,,,,,,,
Northumberland County-Virginia,Northumberland County-Virginia,Northumberland County,Virginia,0.517517907,0.219336255,0.000682485,0,1,3,4,17,7.342179861,median-household-income,,,,,,,,,,,,,,-0.000101338,,,,,,,,,,,,,
Cuming County-Nebraska,Cuming County-Nebraska,Cuming County,Nebraska,0.5167628,0.511821017,0.000690903,0,0,3,3,17,-1.239553903,rent-burden,,,,,,,,,,,,,,0.066646014,,,,,,,,,,,,,
Sequoyah County-Oklahoma,Sequoyah County-Oklahoma,Sequoyah County,Oklahoma,0.516167485,0.168374574,0.003410737,0,1,3,4,13,-4.351211656,renter-occupied-households,,,,,,,,,,,,,,0.001427613,,,,,,,,,,,,,
Brown County-Indiana,Brown County-Indiana,Brown County,Indiana,0.514558975,0.477285754,0.000715999,0,0,3,3,17,4.952879474,rent-burden,,,,,,,,,,,,,,-0.127897902,,,,,,,,,,,,,
Grand Isle County-Vermont,Grand Isle County-Vermont,Grand Isle County,Vermont,0.513320329,0.959936569,0.002539562,0,0,3,3,17,-4.9188654,population,pct-af-am,,,,,,,,,,,,,0.00070355,1.73802627,,,,,,,,,,,,
Laurens County-South Carolina,Laurens County-South Carolina,Laurens County,South Carolina,0.512435989,0.287435486,0.027662367,0,1,3,4,8,-66.1779717,renter-occupied-households,,,,,,,,,,,,,,0.009836171,,,,,,,,,,,,,
Greene County-Tennessee,Greene County-Tennessee,Greene County,Tennessee,0.509653835,0.195573464,0.005482678,0,1,3,4,12,-4.04372052,pct-renter-occupied,,,,,,,,,,,,,,0.237192719,,,,,,,,,,,,,
McNairy County-Tennessee,McNairy County-Tennessee,McNairy County,Tennessee,0.509441382,0.269007021,0.003695766,0,1,3,4,13,-44.79009648,pct-white,,,,,,,,,,,,,,0.501636995,,,,,,,,,,,,,
Columbia County-Oregon,Columbia County-Oregon,Columbia County,Oregon,0.508503066,0.353785064,0.001160199,0,0,3,3,16,7.375238165,pct-multiple,,,,,,,,,,,,,,-2.120148829,,,,,,,,,,,,,
